PLAYER_ID,POSITION,HEIGHT,WEIGHT
1630551,Guard-Forward,6-6,206
1642348,Forward,6-7,203
1642354,Guard,6-0,189
1631232,Forward,6-7,210
1642276,Center,7-0,230
1631165,Guard,6-4,175
1630553,Guard,6-5,185
1642271,Center,6-11,250
1642273,Forward,6-8,200
1630542,Forward,6-6,217
1631108,Guard,6-5,190
1630540,Guard,6-2,195
1630541,Guard,6-5,211
1641733,Guard,6-2,185
1631107,Forward,6-10,205
1641730,Forward-Center,6-10,210
1631212,Guard,6-8,200
1642264,Guard,6-6,215
1642275,Forward,6-8,207
1642449,Forward,6-11,
1630570,Guard-Forward,6-8,237
1641783,Forward,6-8,217
1631213,Forward,6-6,215
1630623,Guard,6-0,200
1642274,Center,6-11,235
1642258,Forward,6-8,200
1641744,Center,7-3,305
